@relation 'brazilian-malware - actually processed-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,12-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.NominalToString-Cfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R8,10-11-weka.filters.unsupervised.instance.RemoveRange-V-R1-15-weka.filters.MultiFilter-Fweka.filters.unsupervised.instance.RemoveRange -V -R 1-15-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute BaseOfCode numeric
@attribute BaseOfData numeric
@attribute Characteristics numeric
@attribute DllCharacteristics numeric
@attribute Entropy numeric
@attribute FileAlignment numeric
@attribute ImageBase numeric
@attribute Machine numeric
@attribute NumberOfRvaAndSizes numeric
@attribute NumberOfSections numeric
@attribute NumberOfSymbols numeric
@attribute Size numeric
@attribute SizeOfCode numeric
@attribute SizeOfHeaders numeric
@attribute SizeOfImage numeric
@attribute SizeOfInitializedData numeric
@attribute SizeOfUninitializedData numeric
@attribute Label {0,1}

@data
4096,45056,33167,32768,7.999979,512,4194304,332,16,8,0,43754384,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.999777,512,4194304,332,16,8,0,12126386,35328,1024,77824,16896,0,0
4096,40960,33167,32768,7.993587,512,4194304,332,16,8,0,1855178,36864,1024,77824,16384,0,0
4096,45056,33167,32768,7.999865,512,4194304,332,16,8,0,48466445,40448,1024,184320,116224,0,0
4096,45056,33167,32768,7.995367,512,4194304,332,16,8,0,26357663,37888,1024,331776,263680,0,0
4096,28672,271,0,7.996652,512,4194304,332,16,5,0,9969152,22016,1024,9986048,10752,0,0
4096,45056,33167,32768,7.999458,512,4194304,332,16,8,0,7567503,40448,1024,81920,17920,0,0
4096,40960,33167,0,7.999952,512,4194304,332,16,8,0,22725959,36864,1024,73728,10240,0,0
4096,40960,33167,0,7.999751,512,4194304,332,16,8,0,11107328,36864,1024,77824,16896,0,0
208896,319488,33167,0,7.993273,512,4194304,332,16,3,0,859627,110592,4096,327680,8192,204800,0
4096,45056,33167,32768,7.999976,512,4194304,332,16,8,0,36652110,37888,1024,81920,16384,0,0
4096,73728,271,0,7.998224,4096,4194304,332,16,4,0,20190120,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.999995,512,4194304,332,16,8,0,112962069,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.99035,512,4194304,332,16,8,0,8404128,40448,1024,241664,174592,0,0
4096,20480,8462,0,4.618761,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,45056,33167,32768,7.999863,512,4194304,332,16,8,0,19599501,37888,1024,98304,29696,0,0
4096,16384,1295,0,7.998639,512,4194304,332,16,4,0,1681031,8704,1024,28672,5632,0,0
4096,40960,33167,0,7.999239,512,4194304,332,16,8,0,6210695,35328,1024,81920,16896,0,0
4096,49152,33167,32768,7.99996,512,4194304,332,16,8,0,37498511,41984,1024,98304,26112,0,0
4096,45056,33167,32768,7.966854,512,4194304,332,16,8,0,9618204,37888,1024,458752,390656,0,0
4096,40960,33167,0,7.982319,512,4194304,332,16,8,0,1060088,36352,1024,77824,16896,0,0
4096,45056,33167,32768,7.999939,512,4194304,332,16,8,0,21080672,40448,1024,81920,13824,0,0
4096,40960,33167,0,7.999999,512,4194304,332,16,8,0,446916312,36352,1024,77824,16896,0,0
4096,45056,33167,32768,7.950132,512,4194304,332,16,8,0,563616,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998258,512,4194304,332,16,8,0,4069672,40448,1024,81920,17920,0,0
4096,28672,271,0,7.999405,512,4194304,332,16,5,0,7317048,22016,1024,7327744,10752,0,0
4096,40960,33167,0,7.904325,512,4194304,332,16,8,0,370923,36352,1024,77824,16896,0,0
4096,45056,33167,32768,7.983455,512,4194304,332,16,8,0,1115729,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.99988,512,4194304,332,16,8,0,35117077,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.989156,512,4194304,332,16,8,0,1412896,40448,1024,81920,17920,0,0
4096,40960,33167,0,7.998117,512,4194304,332,16,8,0,3701026,35328,1024,77824,16896,0,0
4096,45056,33167,32768,7.999061,512,4194304,332,16,8,0,5588088,37888,1024,81920,17920,0,0
4096,77824,271,0,6.135048,512,4194304,332,16,5,0,142312,72192,1024,155648,72704,0,0
4096,45056,33167,32768,7.999288,512,4194304,332,16,8,0,6533176,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999733,512,4194304,332,16,8,0,13360319,37888,1024,94208,28160,0,0
4096,45056,33167,32768,7.999464,512,4194304,332,16,8,0,7840064,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.990405,512,4194304,332,16,8,0,1530013,40448,1024,81920,17920,0,0
4096,147456,33166,0,7.981919,512,4194304,332,16,8,0,2732496,142336,1024,233472,59904,0,0
4096,45056,33167,32768,7.999466,512,4194304,332,16,8,0,10598096,37888,1024,102400,35840,0,0
4096,45056,33167,32768,7.998436,512,4194304,332,16,8,0,4223126,40448,1024,81920,17920,0,0
4096,28672,271,0,7.962313,512,4194304,332,16,5,0,696320,20992,1024,45973504,18944,0,0
4096,45056,33167,32768,7.971545,512,4194304,332,16,8,0,797501,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.974791,512,4194304,332,16,8,0,861594,37888,1024,81920,17920,0,0
4096,49152,33167,33088,7.979071,512,4194304,332,16,8,0,962682,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.994282,512,4194304,332,16,8,0,2185163,40448,1024,81920,17920,0,0
4096,1171456,33166,0,4.858305,512,4194304,332,16,8,0,5195776,1166848,1024,5345280,4027904,0,0
4096,45056,33167,32768,7.99994,512,4194304,332,16,8,0,23956624,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999799,512,4194304,332,16,8,0,740601866,37888,1024,90112,23552,0,0
4096,40960,33167,0,7.999961,512,4194304,332,16,8,0,29538813,36864,1024,77824,16896,0,0
4096,49152,33167,33088,7.971236,512,4194304,332,16,8,0,1141472,41472,1024,102400,30208,0,0
4096,45056,33167,32768,7.994912,512,4194304,332,16,8,0,2336834,40448,1024,81920,17920,0,0
4096,176128,33166,0,7.996363,512,4194304,332,16,8,0,1646660,177612,1024,229376,210380,0,0
4096,40960,33167,32768,7.992202,512,4194304,332,16,8,0,2420736,36864,1024,98304,36864,0,0
4096,45056,33167,32768,7.967326,512,4194304,332,16,8,0,708658,37376,1024,81920,17408,0,0
4096,520192,8462,0,6.316203,512,268435456,332,16,6,0,746496,512512,1024,794624,232960,0,0
4096,45056,33167,32768,7.996827,512,4194304,332,16,8,0,2439969,37888,1024,81920,13824,0,0
4096,49152,33167,32768,7.999888,512,4194304,332,16,8,0,16699034,41984,1024,90112,18432,0,0
4096,40960,33167,32768,7.974556,512,4194304,332,16,8,0,823117,36864,1024,77824,17408,0,0
4096,49152,270,0,6.534573,512,4194304,332,16,5,0,111616,42496,1024,151552,93184,0,0
4096,45056,33167,32768,7.983198,512,4194304,332,16,8,0,1107464,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999288,512,4194304,332,16,8,0,6533176,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.976851,512,4194304,332,16,8,0,4677552,40448,1024,274432,207360,0,0
13131776,31440896,33167,0,7.86624,512,4194304,332,16,3,0,18439384,18309120,4096,31567872,126976,13127680,0
4096,45056,33167,32768,7.999826,512,4194304,332,16,8,0,12951423,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.929488,512,4194304,332,16,8,0,858949,37376,1024,106496,40448,0,0
1019904,1286144,33167,0,7.963176,512,4194304,332,16,3,0,270848,266240,4096,1294336,8192,1015808,0
4096,40960,771,0,7.951959,512,16777216,332,16,3,739,1072816,36864,512,1073152,1024000,0,0
4096,28672,271,0,7.999421,512,4194304,332,16,5,0,7771192,22016,1024,7782400,10752,0,0
4096,45056,33167,32768,7.998659,512,4194304,332,16,8,0,4533016,37376,1024,81920,16896,0,0
4096,40960,33167,0,7.968646,512,4194304,332,16,8,0,728937,36864,1024,77824,16896,0,0
4096,16384,1295,0,7.952814,512,4194304,332,16,4,0,211246,8704,1024,28672,5632,0,0
4096,40960,33167,0,7.96646,512,4194304,332,16,8,0,702647,36864,1024,77824,16896,0,0
4096,73728,271,0,7.99734,4096,4194304,332,16,4,0,18734784,69632,4096,172032,98304,0,0
4096,24576,287,0,6.254354,512,4194304,332,16,3,0,28160,19456,1024,36864,7680,0,0
4096,40960,33167,0,7.974108,512,4194304,332,16,8,0,807028,35328,1024,77824,16896,0,0
278528,417792,33167,0,7.999535,512,4194304,332,16,3,0,6156038,139264,4096,425984,8192,274432,0
4096,45056,33167,32768,7.890254,512,4194304,332,16,8,0,344154,40448,1024,81920,17920,0,0
4096,40960,771,0,7.951959,512,16777216,332,16,3,739,1072816,36864,512,1073152,1024000,0,0
4096,45056,33167,32768,7.997725,512,4194304,332,16,8,0,4401160,40448,1024,151552,85504,0,0
4096,45056,33167,32768,7.970671,512,4194304,332,16,8,0,776633,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999865,512,4194304,332,16,8,0,48466445,40448,1024,184320,116224,0,0
4096,45056,33167,32768,7.999777,512,4194304,332,16,8,0,11644947,40448,1024,81920,17920,0,0
4096,53248,33167,0,7.987901,512,4194304,332,16,8,0,1661008,47104,1024,94208,16384,0,0
4096,40960,33167,0,7.999961,512,4194304,332,16,8,0,29538813,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.999903,512,4194304,332,16,8,0,21010768,40448,1024,86016,20480,0,0
4096,45056,33167,32768,7.999492,512,4194304,332,16,8,0,30539443,40448,1024,176128,110592,0,0
4096,45056,33167,32768,7.999395,512,4194304,332,16,8,0,8206200,37888,1024,81920,17920,0,0
4096,20480,8462,0,4.614642,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,20480,8462,0,4.577759,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,32768,7.998479,512,4194304,332,16,8,0,6279673,40448,1024,110592,42496,0,0
4096,24576,271,0,5.974681,512,4194304,332,16,4,0,20992,17408,1024,36864,2560,1024,0
4096,45056,33167,32768,7.957617,512,4194304,332,16,8,0,941851,37888,1024,151552,86016,0,0
4096,45056,33167,32768,7.884033,512,4194304,332,16,8,0,4278664,37888,1024,81920,17920,0,0
307200,446464,33167,0,7.999679,512,4194304,332,16,3,0,24330136,139264,4096,483328,36864,303104,0
4096,106496,33166,0,7.999232,512,4194304,332,16,8,0,47596485,101376,1024,290816,164864,0,0
4096,40960,33167,0,7.999936,512,4194304,332,16,8,0,26212586,35328,1024,77824,14336,0,0
4096,45056,33167,32768,7.989118,512,4194304,332,16,8,0,1421291,37376,1024,81920,17408,0,0
4096,106496,33166,0,7.972519,512,4194304,332,16,8,0,11795349,101376,1024,520192,394240,0,0
4096,45056,33167,32768,7.990373,512,4194304,332,16,8,0,1490320,37376,1024,81920,17408,0,0
4096,8192,271,0,3.919303,512,4194304,332,16,4,0,4608,1024,1024,20480,2560,0,0
4096,45056,33167,32768,7.999715,512,4194304,332,16,8,0,10673987,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.995436,512,4194304,332,16,8,0,2320416,40448,1024,81920,17920,0,0
4096,40960,33167,0,7.99889,512,4194304,332,16,8,0,8698976,36864,1024,102400,39424,0,0
4096,45056,33167,32768,7.999005,512,4194304,332,16,8,0,8839344,40448,1024,81920,17920,0,0
4096,40960,33167,32768,7.998987,512,4194304,332,16,8,0,5046930,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.999988,512,4194304,332,16,8,0,507335832,37888,1024,360448,291328,0,0
4096,45056,33167,32768,7.968026,512,4194304,332,16,8,0,1653648,40448,1024,122880,56832,0,0
4096,24576,271,0,7.99278,512,4194304,332,16,5,0,6208000,18944,1024,6221824,10752,0,0
4096,20480,8462,0,4.646583,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,45056,33167,32768,7.997471,512,4194304,332,16,8,0,3225856,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998162,512,4194304,332,16,8,0,103853803,37376,1024,110592,41472,0,0
4096,45056,33167,32768,7.943925,512,4194304,332,16,8,0,1033120,40448,1024,106496,37376,0,0
4096,45056,33167,32768,7.980708,512,4194304,332,16,8,0,15930984,40448,1024,446464,380928,0,0
4096,1519616,33166,0,6.507661,512,4194304,332,16,8,0,1890304,1513984,1024,1925120,375296,0,0
4096,45056,33167,32768,7.997987,512,4194304,332,16,8,0,3672091,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.986278,512,4194304,332,16,8,0,1248642,37888,1024,81920,17920,0,0
4096,40960,271,0,6.134493,512,4194304,332,16,4,0,37376,33792,1024,53248,2560,2048,0
4096,45056,33167,32768,7.999422,512,4194304,332,16,8,0,7789344,40448,1024,94208,28160,0,0
4096,40960,33167,32768,7.961649,512,4194304,332,16,8,0,919979,36864,1024,94208,32256,0,0
4096,45056,33167,32768,7.999799,512,4194304,332,16,8,0,740601866,37888,1024,90112,23552,0,0
4096,24576,287,0,4.975076,4096,4194304,332,16,3,0,32768,20480,4096,32768,8192,0,0
4096,45056,33167,32768,7.997843,512,4194304,332,16,8,0,3574603,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999907,512,4194304,332,16,8,0,18539041,37376,1024,81920,16896,0,0
4096,45056,33167,32768,7.999798,512,4194304,332,16,8,0,12803768,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999186,512,4194304,332,16,8,0,6086936,40448,1024,81920,17920,0,0
4096,32768,270,0,5.970971,512,4194304,332,16,5,0,44032,27648,1024,57344,20480,0,0
4096,40960,33167,32768,7.969901,512,4194304,332,16,8,0,740807,36864,1024,77824,17408,0,0
4096,45056,33167,32768,7.993623,512,4194304,332,16,8,0,33411952,40448,1024,356352,287744,0,0
4096,49152,33167,32768,7.985207,512,4194304,332,16,8,0,1095095,41984,1024,86016,16384,0,0
4096,45056,33167,32768,7.999548,512,4194304,332,16,8,0,12211064,37888,1024,81920,17920,0,0
4096,61440,271,0,6.34114,512,4194304,332,16,4,0,59904,56320,1024,73728,2560,2048,0
4096,45056,33167,32768,7.998909,512,4194304,332,16,8,0,5240950,40448,1024,94208,25600,0,0
4096,45056,33167,32768,7.999959,512,4194304,332,16,8,0,45169222,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.998785,512,4194304,332,16,8,0,237336758,40448,1024,81920,17920,0,0
4096,40960,783,32768,7.9999,512,4194304,332,16,7,0,50689096,35840,1024,303104,38912,110080,0
4096,45056,33167,32768,7.999976,512,4194304,332,16,8,0,36652110,37888,1024,81920,16384,0,0
4096,40960,771,0,7.994987,512,16777216,332,16,3,739,6907024,36864,512,6905856,6857728,0,0
4096,8192,271,0,7.998412,512,4194304,332,16,4,0,6465144,512,1024,6471680,6457344,0,0
4096,49152,33167,33088,7.997489,512,4194304,332,16,8,0,3310216,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.952164,512,4194304,332,16,8,0,6882368,37888,1024,446464,380928,0,0
4096,40960,775,32768,7.999863,512,16777216,332,16,3,0,63799912,34816,1536,63807488,63756288,0,0
4096,45056,33167,32768,7.999458,512,4194304,332,16,8,0,7409116,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.788338,512,4194304,332,16,8,0,855093,40448,1024,176128,110592,0,0
4096,45056,33167,32768,7.999618,512,4194304,332,16,8,0,9010106,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.99845,512,4194304,332,16,8,0,4224745,40448,1024,81920,17920,0,0
4096,28672,271,0,7.999169,512,4194304,332,16,5,0,8058144,22016,1024,8065024,10752,0,0
4096,45056,33167,32768,7.999774,512,4194304,332,16,8,0,11772880,37376,1024,81920,17408,0,0
4096,49152,33167,33088,7.999832,512,4194304,332,16,8,0,14173446,41472,1024,86016,17920,0,0
4096,49152,33167,33088,7.997567,512,4194304,332,16,8,0,27664176,41472,1024,86016,17920,0,0
4096,106496,33166,0,6.232665,512,4194304,332,16,7,0,127488,100352,1024,188416,26112,39424,0
4096,487424,33166,0,6.389881,512,4194304,332,16,8,0,2555904,481792,1024,9883648,9375744,0,0
4096,45056,33167,32768,7.989483,512,4194304,332,16,8,0,1446176,37888,1024,81920,17920,0,0
4096,24576,271,0,7.99278,512,4194304,332,16,5,0,6208000,18944,1024,6221824,10752,0,0
4096,28672,271,0,7.995353,512,4194304,332,16,5,0,1371136,22016,1024,1380352,10752,0,0
4096,45056,33167,32768,7.991901,512,4194304,332,16,8,0,1696448,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.997434,512,4194304,332,16,8,0,3155835,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999001,512,4194304,332,16,8,0,33929840,37888,1024,229376,162304,0,0
4096,8192,33166,0,1.466752,512,4194304,332,16,7,0,8704,1024,1024,36864,6656,512,0
4096,45056,33167,32768,7.999575,512,4194304,332,16,8,0,8358308,37888,1024,81920,17920,0,0
4096,40960,33167,0,7.998868,512,4194304,332,16,8,0,4947325,36864,1024,77824,16896,0,0
4096,16384,1295,0,7.995658,512,4194304,332,16,4,0,935657,8704,1024,28672,5632,0,0
4096,40960,33167,0,7.98796,512,4194304,332,16,8,0,1578008,35328,1024,81920,16896,0,0
4096,45056,33167,32768,7.999849,512,4194304,332,16,8,0,14753448,37376,1024,81920,16896,0,0
4096,45056,33167,32768,7.99982,512,4194304,332,16,8,0,26081280,37888,1024,102400,33280,0,0
4096,45056,33167,32768,7.9992,512,4194304,332,16,8,0,6005514,37888,1024,81920,17920,0,0
4096,1560576,33166,0,6.606381,512,4194304,332,16,8,0,2315264,1552896,1024,2351104,761344,0,0
4096,45056,33167,32768,7.999668,512,4194304,332,16,8,0,9532136,40448,1024,81920,17920,0,0
4096,57344,8462,0,6.401067,512,268435456,332,16,8,0,120320,53248,1024,679936,66048,541184,0
4096,45056,33167,32768,7.962844,512,4194304,332,16,8,0,746958,40448,1024,94208,25600,0,0
4096,53248,33167,0,7.98319,512,4194304,332,16,8,0,1207866,46592,1024,94208,16384,0,0
4096,53248,33167,0,7.997799,512,4194304,332,16,8,0,8330064,46592,1024,94208,16384,0,0
4096,45056,33167,32768,7.998959,512,4194304,332,16,8,0,4560384,37888,1024,77824,11264,0,0
4096,45056,33167,32768,7.999105,512,4194304,332,16,8,0,5762800,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.994972,512,4194304,332,16,8,0,2845104,37888,1024,155648,89600,0,0
4096,28672,271,0,7.999386,512,4194304,332,16,5,0,8210488,22016,1024,8220672,10752,0,0
4096,1064960,271,0,7.144028,512,4194304,332,16,4,0,1083392,1059328,1024,1097728,23040,4096,0
4096,45056,33167,32768,7.98843,512,4194304,332,16,8,0,1338019,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.999556,512,4194304,332,16,8,0,8460712,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.995001,512,4194304,332,16,8,0,3049712,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999996,512,4194304,332,16,8,0,120324517,37888,1024,81920,17920,0,0
4096,45056,33167,33088,7.956429,512,4194304,332,16,8,0,546272,40448,1024,77824,11264,0,0
4096,45056,33167,32768,7.998144,512,4194304,332,16,8,0,5974456,37888,1024,106496,37376,0,0
4096,757760,33166,0,6.700576,512,4194304,332,16,8,0,896512,753664,1024,917504,141824,0,0
4096,45056,33167,32768,7.999422,512,4194304,332,16,8,0,11119404,40448,1024,118784,50176,0,0
4096,167936,33166,0,7.995845,512,4194304,332,16,8,0,9763040,163840,1024,217088,30720,0,0
4096,28672,271,0,6.265327,512,4194304,332,16,3,0,35328,22016,1024,45056,14336,0,0
4096,45056,33167,32768,7.994122,512,4194304,332,16,8,0,2272027,37888,1024,126976,60416,0,0
4096,45056,33167,32768,7.999654,512,4194304,332,16,8,0,12031687,40448,1024,81920,17920,0,0
4096,73728,271,0,7.998693,4096,4194304,332,16,4,0,105636995,69632,4096,172032,98304,0,0
4096,40960,33167,32768,7.989169,512,4194304,332,16,8,0,1338652,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.999993,512,4194304,332,16,8,0,72840976,40448,1024,81920,13824,0,0
4096,45056,33167,32768,7.999999,512,4194304,332,16,8,0,296674063,40448,1024,77824,11776,0,0
4096,45056,33167,32768,7.999948,512,4194304,332,16,8,0,28425008,40448,1024,81920,17920,0,0
4096,57344,271,0,6.445233,512,4194304,332,16,3,0,77312,53248,1024,90112,29696,0,0
4096,40960,33167,32768,7.998022,512,4194304,332,16,8,0,3649672,36864,1024,77824,17408,0,0
4096,40960,33167,32768,7.996817,512,4194304,332,16,8,0,2797743,36864,1024,77824,16896,0,0
4096,8192,271,0,7.998411,512,4194304,332,16,4,0,9719496,512,1024,9732096,9714688,0,0
4096,45056,33167,32768,7.981304,512,4194304,332,16,8,0,8056184,40448,1024,303104,233984,0,0
4096,45056,33167,32768,7.986054,512,4194304,332,16,8,0,1249152,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.979823,512,4194304,332,16,8,0,1069463,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.982884,512,4194304,332,16,8,0,1096544,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999451,512,4194304,332,16,8,0,7485085,40448,1024,81920,17920,0,0
278528,417792,33167,0,7.999642,512,4194304,332,16,3,0,43865160,139264,4096,425984,8192,274432,0
4096,24576,271,0,5.947886,512,4194304,332,16,4,0,21504,17920,1024,36864,2560,1024,0
4096,45056,33167,32768,7.996945,512,4194304,332,16,8,0,2936792,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999856,512,4194304,332,16,8,0,21192304,40448,1024,110592,43008,0,0
4096,40960,33167,0,7.996529,512,4194304,332,16,8,0,2628189,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.999981,512,4194304,332,16,8,0,89373922,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999092,512,4194304,332,16,8,0,5447321,37376,1024,81920,17408,0,0
4096,24576,287,0,6.254354,512,4194304,332,16,3,0,28160,19456,1024,36864,7680,0,0
4096,36864,33166,0,7.999769,512,4194304,332,16,8,0,12258611,30720,1024,69632,12800,0,0
4096,45056,33167,32768,7.999948,512,4194304,332,16,8,0,26704904,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.97912,512,4194304,332,16,8,0,817190,37376,1024,77824,10752,0,0
4096,20480,8462,0,4.618761,512,268435456,332,16,5,0,35328,13312,1024,53248,20992,0,0
4096,45056,33167,32768,7.99924,512,4194304,332,16,8,0,6035601,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.960031,512,4194304,332,16,8,0,628080,37376,1024,81920,17408,0,0
4096,40960,33167,0,7.992126,512,4194304,332,16,8,0,1712824,35328,1024,77824,16896,0,0
4096,45056,33167,32768,7.999471,512,4194304,332,16,8,0,7706797,37888,1024,81920,17920,0,0
4096,16384,287,0,5.740178,512,4194304,332,16,3,0,13312,9216,1024,24576,3072,0,0
4096,45056,33167,32768,7.988776,512,4194304,332,16,8,0,4886792,40448,1024,229376,160256,0,0
4096,45056,33167,32768,7.999766,512,4194304,332,16,8,0,11592568,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999391,512,4194304,332,16,8,0,6938669,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998979,512,4194304,332,16,8,0,5031608,37376,1024,81920,17408,0,0
520192,634880,33167,0,7.954173,512,4194304,332,16,3,0,115200,114688,4096,638976,4096,516096,0
4096,45056,33167,32768,7.988576,512,4194304,332,16,8,0,1364606,37888,1024,86016,16896,0,0
4096,45056,33167,32768,7.999224,512,4194304,332,16,8,0,6294280,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.98178,512,4194304,332,16,8,0,1436358,37888,1024,102400,35840,0,0
4096,40960,33167,0,7.97448,512,4194304,332,16,8,0,835704,36864,1024,77824,16896,0,0
4096,45056,33167,32768,7.965473,512,4194304,332,16,8,0,681224,37888,1024,81920,15360,0,0
4096,40960,783,32768,7.9999,512,4194304,332,16,7,0,50689096,35840,1024,303104,38912,110080,0
4096,53248,33167,0,7.951114,512,4194304,332,16,8,0,627801,46592,1024,94208,16384,0,0
4096,16384,1295,0,7.994316,512,4194304,332,16,4,0,805841,8704,1024,28672,5632,0,0
4096,40960,270,0,7.913084,512,4194304,332,16,6,0,2331985,33792,1024,73728,23040,0,0
4096,45056,33167,32768,7.999996,512,4194304,332,16,8,0,116840063,37888,1024,81920,17920,0,0
4096,24576,271,0,7.999378,512,4194304,332,16,5,0,5518336,18944,1024,5533696,10752,0,0
4096,45056,33167,32768,7.99638,512,4194304,332,16,8,0,2717358,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999918,512,4194304,332,16,8,0,55904594,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999862,512,4194304,332,16,8,0,15728768,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.9662,512,4194304,332,16,8,0,717180,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999315,512,4194304,332,16,8,0,10379494,40448,1024,102400,33280,0,0
4096,45056,33167,32768,7.995367,512,4194304,332,16,8,0,26357663,37888,1024,331776,263680,0,0
4096,45056,33167,32768,7.999885,512,4194304,332,16,8,0,116971763,37888,1024,241664,172544,0,0
4096,32768,287,0,5.816731,4096,4194304,332,16,3,0,40960,28672,4096,73728,40960,0,0
4096,45056,33167,32768,7.999874,512,4194304,332,16,8,0,16095121,40448,1024,81920,17920,0,0
4096,24576,271,0,7.999286,512,4194304,332,16,5,0,24666624,18944,1024,24682496,10752,0,0
4096,45056,33167,32768,7.9999,512,4194304,332,16,8,0,23519168,40448,1024,81920,17920,0,0
4096,45056,33167,32768,7.999975,512,4194304,332,16,8,0,40404336,37888,1024,81920,17920,0,0
4096,831488,33166,0,6.505429,512,4194304,332,16,8,0,1269248,823808,1024,1290240,444416,0,0
4096,45056,33167,32768,7.986663,512,4194304,332,16,8,0,2043904,40448,1024,98304,32768,0,0
4096,45056,33167,32768,7.999715,512,4194304,332,16,8,0,10673987,37888,1024,81920,17920,0,0
208896,319488,33167,0,7.993273,512,4194304,332,16,3,0,859627,110592,4096,327680,8192,204800,0
4096,73728,271,0,7.998693,4096,4194304,332,16,4,0,105636995,69632,4096,172032,98304,0,0
4096,45056,33167,32768,7.999774,512,4194304,332,16,8,0,11772880,37376,1024,81920,17408,0,0
4096,45056,33167,32768,7.968026,512,4194304,332,16,8,0,1653648,40448,1024,122880,56832,0,0
4096,49152,33167,33088,7.999832,512,4194304,332,16,8,0,14173446,41472,1024,86016,17920,0,0
4096,45056,33167,32768,7.956925,512,4194304,332,16,8,0,611469,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.999727,512,4194304,332,16,8,0,10694528,37888,1024,81920,17920,0,0
4096,1519616,33166,0,6.507661,512,4194304,332,16,8,0,1890304,1513984,1024,1925120,375296,0,0
4096,45056,33167,32768,7.99689,512,4194304,332,16,8,0,3044496,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.996775,512,4194304,332,16,8,0,2915512,37888,1024,81920,17920,0,0
4096,16384,1295,0,7.998381,512,4194304,332,16,4,0,9739116,8704,1024,28672,5632,0,0
4096,20480,8462,0,4.611079,512,268435456,332,16,5,0,34816,13312,1024,53248,20480,0,0
4096,45056,33167,32768,7.989408,512,4194304,332,16,8,0,2111775,37888,1024,106496,38400,0,0
4096,45056,33167,32768,7.975124,512,4194304,332,16,8,0,938473,37888,1024,81920,17920,0,0
4096,45056,33167,32768,7.998118,512,4194304,332,16,8,0,3883370,37888,1024,81920,17920,0,0
